,lon,lat,z
630,-48.242977,-0.31910884,8.138472
631,-48.242947,-0.318752,8.146694
632,-48.242947,-0.31840697,8.155292
633,-48.243008,-0.31807494,8.164213
634,-48.243122,-0.31778342,8.173748
635,-48.243324,-0.31755847,8.1841135
636,-48.24361,-0.31739846,8.19509
637,-48.24396,-0.31729972,8.206445
638,-48.244373,-0.31723383,8.217809
639,-48.244785,-0.31717566,8.228903
640,-48.245197,-0.31712493,8.239637
641,-48.24561,-0.31708136,8.249931
642,-48.24602,-0.31703946,8.259408
643,-48.246426,-0.31699505,8.267786
644,-48.24677,-0.31694922,8.275193
645,-48.247112,-0.31690294,8.2817335
646,-48.247444,-0.3168605,8.287551
647,-48.24772,-0.3168246,8.292833
648,-48.247993,-0.31679437,8.297614
649,-48.248264,-0.31676942,8.301868
650,-48.24847,-0.3167477,8.305542
651,-48.248646,-0.31672755,8.308622
652,-48.248783,-0.31670856,8.311256
653,-48.24892,-0.31669077,8.313499
654,-48.24899,-0.3166672,8.315635
655,-48.249058,-0.31663194,8.317905
656,-48.249126,-0.31658688,8.320273
657,-48.249195,-0.31653395,8.322698
658,-48.249264,-0.31648433,8.324913
659,-48.249332,-0.3164469,8.3267145
660,-48.249363,-0.31641978,8.328165
661,-48.249363,-0.31640005,8.329402
662,-48.249363,-0.31638265,8.330621
663,-48.249363,-0.31636292,8.331985
664,-48.249363,-0.3163408,8.333505
665,-48.24941,-0.3163169,8.335138
666,-48.24942,-0.31629297,8.336626
667,-48.24942,-0.31626782,8.337902
668,-48.24942,-0.31624147,8.338972
669,-48.24942,-0.31621385,8.339836
670,-48.24942,-0.31618553,8.340621
671,-48.24942,-0.31615764,8.341453
672,-48.24942,-0.31612974,8.342333
673,-48.24942,-0.31610185,8.343261
674,-48.24942,-0.31607547,8.3442335
675,-48.249424,-0.31605232,8.3452425
676,-48.249493,-0.31603357,8.346224
677,-48.160507,-0.08419441,9.226894
678,-48.162373,-0.08360656,9.304944
679,-48.163605,-0.08300838,9.354925
680,-48.16443,-0.08242009,9.386882
681,-48.165028,-0.08193975,9.411914
682,-48.1655,-0.081631124,9.435945
683,-48.165867,-0.08145081,9.458264
684,-48.166126,-0.08136229,9.478437
685,-48.166332,-0.08132919,9.495657
686,-48.166477,-0.08132741,9.509667
687,-48.166615,-0.08134618,9.521027
688,-49.666634,0.9358133,13.1873455
689,-49.66669,0.93627465,13.292522
690,-49.66676,0.9365449,13.386604
691,-49.66679,0.93662983,13.469365
692,-49.66679,0.93662983,13.540097
693,-49.66679,0.93662983,13.60171
694,-49.66679,0.93662983,13.657545
695,-49.66679,0.93662983,13.707953
696,-49.66679,0.93662983,13.753255
697,-49.66679,0.93662983,13.796734
698,-49.66679,0.93662983,13.841397
699,-49.66679,0.93662983,13.887128
700,-49.66679,0.93662983,13.933802
701,-49.66679,0.93662983,13.976626
702,-49.66679,0.93662983,14.011223
703,-49.66679,0.93662983,14.038026
704,-49.66679,0.93662983,14.057366
705,-49.66679,0.93662983,14.069678
706,-49.66679,0.93662983,14.075305
707,-49.66679,0.93662983,14.07431
708,-49.66679,0.93662983,14.066683
709,-49.66679,0.93662983,14.057098
710,-49.66679,0.93662983,14.050322
711,-49.66679,0.93662983,14.046379
